,customer_id,club_member_status,fashion_news_frequency,age,postal_code
6863,0148fe300345f96749e05db453a37dcf8a463ec50d435bed7b536b393f0be0c2,ACTIVE,Regularly,48.0,91a940fe9c4a96522b5d3a5b82d1031df80ff91ae41e0800ad3f93d5e3e9bfa4
7063,0152964ef19824d631d28ee3327a010fbfc528cdaf5bf063db6395b84a755a30,ACTIVE,None,27.0,3372ae17b43a86a285023fb25e51e45a6c0e292db256318b2a4d679fb636f694
7066,0152d53f51444891ea07013fd1fb8325415bb09bb6798a59359b21a8326d801b,ACTIVE,None,30.0,7d81fea7e0b9c27deb7bd9c46304e24d176a6aa2ced422379f41600faf16c4db
7180,0157cebe695531af3ed87c1e0714d144be2a41c23cf80453e2326245b8d76a90,ACTIVE,Regularly,30.0,07589a583ffb56182c141cb6e3ad5bf48e93563d70944a470d0a84c8c216fd43
7278,015baf31418284fd98a4753a00b111fff56c1e854aa905086f8fd69e3f7f072c,ACTIVE,Regularly,31.0,a67cc3df16477937c832547f89cd07243d704a7387be789a1fcede0fbf7429ab
7427,0162c0eacae80811a6b926cb3432888bc3f5fffb963b66f4d250b5e9682a7cf2,ACTIVE,None,35.0,c5cf74e30b75187f7f3d8dff3f6ef078f7ef92cd8e902aa916f1a55d537bad88
7505,01661bad253b21353092eaf49836913843e1fc0554a6745d865c14ac2659660a,ACTIVE,Regularly,51.0,ca71efa08f47f2b9e9ce0344888d0014f665c3dbbf0aba945c52cf8c92a0d0b5
7709,016f3b7c2b7652870b4b2dbdcb1805a7c8c262036f551110919370cfb59783d2,ACTIVE,Regularly,30.0,fd1e5c0a2283ab928e857cdf660f62aff326867e4cd8a829c3897eba404280c3
7840,01749a868f24a4bf96cb31d29d82f532b59e1354af3525389aac8bdd035fb75e,ACTIVE,None,30.0,591a96b2ee09cc1b8205bc1c2ef6184b376c2f47f3d08860bfad68e59c0dcbba
7860,01758900efbaec73673fc186345dba205af6f3f1b1f02edcc748c589f2632ed5,ACTIVE,Regularly,45.0,f9293cae79c499e4df934e212d805d0b48176172c7c461acd5646c308f7bdae7
8216,0185d5d59e39727a052cdaaa3b8145e087e3a2ea0135e6837ea167bbc36a4ee2,ACTIVE,None,35.0,020e9b65f92af52d4bebf12fca23f171ca1fd39b18837688b179737271d7d2f6
8489,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,ACTIVE,None,31.0,b0656c328dda785b03a7e259210d103951016ad2aef08707277f9ea242b521a3
8504,019272f4940035ca856257aeecead172d3faf7315e96d04513a85ab89d407530,ACTIVE,None,23.0,d7d82671b0886973392bd8749e23919bd4bde3110fbaffd773809251d62afe0a
8679,019c645758c2b5124fb078b8ba2b21aeb1e44e4828ccb8feb2b66b1952389575,ACTIVE,Regularly,59.0,15678b5f6aa2eea19fc423c65b607bed76c1186651c270864605c29af5c353f0
8859,01a4717d38b651e46dda7f1ab8d1494af2682a847fa9a52a8f9ab1a09acd0294,ACTIVE,Regularly,23.0,84341fc1a4fff70f3effe1dc4de74167024562e00065b419969618c5468bdc34
8896,01a5c59be6a604638a6a4d26a0378f244455fb6d037138e9e036cad21f343aa1,ACTIVE,None,23.0,8a5ab02109e812c384973067da2bc30851f21ba379446d724e96ce83f29680ad
8908,01a654dd9975ab239e1aacceb81dba8ca3a2208cfe3aef527648acb3178115ea,ACTIVE,None,27.0,3db6621bc4cc526adbe2e5dfd4417f37dc5a35e762c8593661835f2f69cef0d4
8973,01a9a077a83eacc6fd946a60c4ca2aed16219fcd83d31e3110fa04630c42b96d,ACTIVE,None,28.0,9758e8b96618b51b688bbec3964c050cd30839f0e16f4b535b063eb47ea62528
9032,01abe31ce31dd51c04076e2fe562c67ea39d2921355de1aadb4575f624483f59,ACTIVE,Regularly,48.0,264bc25c991595913c0a918e281ddc6f0f49a46a77d4ae18cfab3f624d9395b2
9138,01b15c3a3a7dbee075d8056380ffbbbdbf76c3545bb55af8ef1abf5e95f654a9,ACTIVE,Regularly,36.0,a85f0c53cc8f6ba4e37668c311ed4de2610d2b86b5cebbf933a313bfc214b2ff
9481,01c19c0ba392de6d2bee657a616eca254d8fa6d06dde299b73d4276381b54554,ACTIVE,None,26.0,716a141c5fe7405d6ceab1ea281917fffca3c7a0e89314c7eb84745537c23179
9645,01c92ca90db8beeb721af5bfed8d295dedc11577f2ce2bc8fa96567ce71b3058,ACTIVE,None,22.0,0c6d1e8a2a5c71f9e56104ac80232c46711c9c8c04e80768d12082a672ec2356
9657,01c9ac55a4e4cc01582f3b8a5612978267f4388da2d0313f7f243b6f082bca95,ACTIVE,Regularly,43.0,0093c3c0af7d7296874816ee1d012c0d6e2e9c5fc66f27281dbdca785c089ac1
9786,01cf60fe76c8ca0128353f309cf577b2d22eded037df388a98e9ef8d9fb53f5d,ACTIVE,None,29.0,66abbaff4f47b8defe31fdfe0fdbdc6bf69df8f77e3a3a0b49b839fa4c2a163f
9843,01d2526840c6b63b5db03e9e410ffe5611b78c130a36a088eeab412aac664da2,ACTIVE,Regularly,36.0,f641253e0b0d4c0c2580d334a56fc87b7182fe6d99751f89fd4834b74cd0a841
10031,01dadcf96e7b229b60f1ff6d0d3f024991d60aa6919bf3765b9f0f0046e3dd65,ACTIVE,None,31.0,ea57fab836661fbb053cacdf548f598f0a1cdde702949782da136ddb45d7aef7
10095,01dd96059a11759518f10969d0a528f03c8501dc4c628bf69409db1890a59216,ACTIVE,Regularly,26.0,d9953eb7a7a24998cec6deecc7ac24091ccc15e395ba12110869742374bdeb3a
10224,01e464bf74b13a55df22de1528eff2b33749c0cd92953b62bd22dee2de17d1fd,ACTIVE,Regularly,23.0,7d6133d5c2dcdefd313289f000906b324a3b114f582f5ec38241466939342dc1
10294,01e886f47823fba684d6771a95125ea585ae2d5d7e43cddfa38ff30109d63b42,ACTIVE,Regularly,24.0,144ae92bf0ad3d903f12320513635f3e238be05e69e3ac6dc3eb6b1af08f1e44
10690,01fb69e73a65392df5d0a5cf3b33c6c927419a007ee42a23d5ce8a9ef9a50759,ACTIVE,None,29.0,777fb288632ef4304a412cff51212d29e502ac91a97eb9d8848fdf2510595896
10781,0200c3edff395a7f20b6d26d9eb37f0ca98b0dad615088f94320bda7a567a1ab,ACTIVE,Regularly,32.0,87112356f91707d60785f366b8861b6ccaffb7fe8571d8735ede7669004340a0
10876,02053c61a2d576823bbffa89894c5e6356ebfbfe69e09f5518b97bfc59f0900f,ACTIVE,Regularly,24.0,abab87a9fde6f1efc1b7815da2ee08cb51640417fa5eb14b82e9bb35eb18c951
11090,020fac6517d6465b7f8ba64e2007b83962fb0b2ded61175b86651cd5283bf310,ACTIVE,None,27.0,82928b2b1f4acc5317bde9460354d21c9a51a6328408e9d6feb4b01968621575
11214,0215d87ba062ce799b1ae7149863bee1a584fdadbc18cdeba0f57d71ed723051,ACTIVE,None,37.0,f28999f29ecccadefe35f5534473d8ed321df0114a3797a4ecf52f8fa78c7d52
11261,0218014619321c250395c5cb9bc9f5323745113f61f3a136da2f3762df5930c9,ACTIVE,None,25.0,7fd0eabd875918a95f4cb6632f0005587eac2885a27d8ca16fc2fd5fe66f55f0
11297,021995b2b22b7bed8df170cec8ed67ac384552d0e5757b3983715388d23b585a,ACTIVE,Regularly,22.0,d268656a8b939ee1436ac711ae86f63c7a1b573e8de808cfea16b340eda18875
11408,021f41d3e6d5ce6cc64e99bbaa8d9c1ebcb67e229a6fbe462c950503955875f0,ACTIVE,None,57.0,65284aa1e5be99ee69e829206229e6edf719f38151f9ce2463c7d328a7fcbb62
11434,022064800152ad93969188799580e0d2173bc7696f6deec3157f0938315410b4,ACTIVE,None,29.0,aa6597587b440b1b33cb767bc60ffef38b0e29c13b980fccc4a8ade1166b209f
11733,022f040b6c32d461c236be90b6dc5dd7efced823a5c2558139471f8d30e8cc3b,ACTIVE,Regularly,64.0,90061d7ad4ecf29d0ada5180727bc1ca569e45bdb6864f94358d138a8638ebbb
11816,0232e2a83974a0ed2c74f422dceeafd7dd9ae9431c0dde86afe21f087538307e,ACTIVE,Regularly,70.0,bfcba30f380b08d12648b9d11321b0036dcd8c94e0205b55e4c6bf65e969359a
11976,023aa30edd9688574a459972fa90847a3006542c62e6f75d12399ce3f3372219,ACTIVE,None,24.0,9689cf1aafc91b7d514559e332165d81a9dabb74a77917af3994adc65bf3133c
12026,023d1b8bc0c4ebbc424fe52144370ee11743981a11f1e3fe8578ba672af1525e,ACTIVE,Regularly,35.0,149f7ad8000d45b58ebb481c9fa3283204aa428c9f06731a343d874d0b7911b5
12138,024271c74c4f089af1cfd1f52f02f5cde4d0c9b71e50723b54811412f32aa844,ACTIVE,Regularly,27.0,d9d3fe024428853f70c61b119236ab21358ea5e964ff69aac65d82127268e8cf
12570,0257cce57bcfd65d958d44d09bd52c80b07b5a5aee9fc625599b6c13ee4e1b9e,ACTIVE,None,51.0,8ec308f83d7da50f98628234f5c6bb43cb6d5d25e6e3ea3cc93349a55a83beb6
12592,0258e0a02894e3815121c801692b0f59f976ec7746adbea79f34bae30498cd71,ACTIVE,None,25.0,c2a82d53aa0e6cbe9fcd6a015666085fc54a6abd47e6b194899bd49e764d58b7
12713,025dce94d03e6b759e0cf7b92985d68ab92f05e09c5aa5f05a4d2771af867806,ACTIVE,Regularly,24.0,328c70ad975a47d51bce94bb70313d7d0a730a03c17663b17e153a144215410e
13101,02703e242da346fc85f1aad21208d1103e62e705564c81ca2b6edf943032320a,ACTIVE,None,53.0,1e7d05dbc2d1bdfaa36588b733dfac4aa44ec631a6ddf7f13903c82184422109
13154,0272a7d4d9b7348862c9c626e791a67dd35ef075703966082f52a26df911502b,ACTIVE,None,26.0,e4c85fdb2679ad72dc4d2c3bb2f1ff4c10667fbfa35813727a7ce29051b4ad1d
13177,02735b9d44b64dcea0718940815ecaaff9eabdb23680c356610e4146bc29215d,ACTIVE,None,26.0,f7ed57c4377fb194b72fd8299c88cd9aa3d6de2a4bf3855991cce533bc092049
13295,0277eed6548ba95a4097d897806fe809d2aa0c76c691c81e861533b9559a5fde,ACTIVE,Regularly,30.0,508edf13202653b79386553d338be23d0d7ce5badece061447d599d440484aa1
13350,027a5cb87cf20801ca104ce2c7f999de0778e7042b7e24f150952433f2eda6eb,ACTIVE,Regularly,56.0,9cf920409934f81bd654ebc8b61570e8c5d36ce335f5db3b194a71fcad83fa56
13391,027c69cdb70880e5101ba7def309cb41239e9c5c33e0c047816ead62be6db8b0,ACTIVE,None,25.0,753bdad891672e53400b54204d154f57839fd66b7608de6ee6101e3310f6ff1b
13566,028392e55850a43b1862ba06509fba9032792f97e356c5a03cacb9981e266996,ACTIVE,Regularly,22.0,654731cc3989015866cef15ed3cacef130254ed1fc1a07c7680ff0600f4d9965
13876,0292824b434461be1d9939f40dba274d5e508f92e174b47ae4b0f54ecf09ef48,ACTIVE,None,55.0,0e5e55fa4835e10a9187ea818c5ece053a7ad1ff92ebbafc815a64b07d61c82a
14017,029a42b61a2ea0ab0f585cfd0461d6e3ab9bf34efa1026ce3228cbd4c3d1baa2,ACTIVE,Regularly,30.0,812119e8ddcf45c17afc12017ce9f107f75113f7ee6c49cf5af3c032e9a245ab
14151,02a1d44a25558255579a3e364fcd88c96a7aaab0abd973351b43110583519841,ACTIVE,None,44.0,5c13ad2cea07dbc1f1e6e8d1d089cc349c5a8d11725bb7df2378e64ca2ce91c5
14411,02ae5ea6cd4582e66730e9dea1774981717803d5ff2567d65f233969b3462534,ACTIVE,None,44.0,0451a4437e59b93d164ec33dc71aa24d4c831a68849c7fdbcfab97955262a775
14503,02b26c6c21bb1342cb4773940afa7dd88019d22ffc7e13f7e6f10b9443509e8a,ACTIVE,None,26.0,b31ffd70c71789cd50da6041155647ffb8cb9dc17b1ca744df77ac154494debc
14539,02b450147d9ca8523d18180e252b3acd1d30cf488d30e8fd1966e88cc2c5ceef,ACTIVE,None,60.0,26550916076e56ffa2fd5aeccd0fcef2c52f3734c9e666aa34f142394edde302
14662,02b9c58c0cdb85f9e78c4bfab9e0f6c9f9e7fc86730a19107fadd506f06ddc10,ACTIVE,Regularly,26.0,97dcbac95757f73d9a310fa71f4f1c95e865ff2232fae0d928459dd45e1da614
14676,02ba264ea5c7130504924f49228bcbaaa9ee96b76a6b4b0a16e19e691cf59f7b,ACTIVE,None,27.0,e9cd3dcf1159bc919b7284ca5096f4853fe25a6d089e037c2e7b4d51ed214235
14997,02c9eded77f0a8e6a2990dacd20945cc4797d52eb61596610826e324d29271b6,ACTIVE,Regularly,70.0,1a515bd48e9fb92a2745cf7a7255d04b4dc83375a4f74f694e96bb083d8c9df8
15357,02dca00e6e2dac5c1aa620513cabc3e568c366028974e886cf26775794e4584e,ACTIVE,Regularly,56.0,9a88c409035b52f9ea4bf27e1cfd9b4c82b0bd6afa423692e00e3a7dedc6be6a
15369,02dd164d87472e7311cd12ea8df993b4a084ad528ed4afb6356fb3d4fbeea68f,ACTIVE,Regularly,24.0,c8d8aa0d3294ae7e85a1c6cdcaf1f6d6b43f97ddc5a1815fc96247dcb0fdc9c9
15592,02e7249930c3717cc2777c69654ae9d2acb4fde4d9c848a74546144e39133653,ACTIVE,Regularly,31.0,29eb1f6e2e8f712c873b75f735d08879fefc0790ffc74802821255e193343929
15671,02ea80fac4dc97b1623d3b62c5f841de2c3578bc4be6b7df22e78adf85a99833,ACTIVE,None,55.0,d55961fa75a1df34746c77c7892f3d77b25ff60c5fe1fe3b641631ef1882fcba
15846,02f33d6edea820438e8e94614785b577cc4a93bd9bf9c93d2f3dc0d14fcc9525,ACTIVE,Regularly,53.0,4f7685c6415f05756047c0ef3431fe57da4dc8a71e63b306d812f7270f38ef06
16001,02fb6fa5729b828f1589d74b5b6c2e487170479733158ed8337f0f3637a1006b,ACTIVE,None,28.0,e9cfd2e2f036a84d7220a465d21999c541be002c980e2c3e4646ce4d9515f5be
16041,02fdcca794d1740b9b8e8fb1299663553756994d97eb63d29baa8d7b44faf648,ACTIVE,None,32.0,e8b5919384bba4c86b89c97212bcef35a947140720a9d93791edc5c626aae1c3
16096,02fffcbf975ae3a21f89605d522c431a63e63c46dffd1eb89689db6da908cdef,ACTIVE,None,24.0,ee64f1985a80db4423ce6bcce494eacf526a92f37c6e1b66c397404762d858ac
16386,0311240a143dabeea7a525272f03aa289d3685f048b4edf00197b58baacf8775,ACTIVE,None,33.0,30dabd88d5f2982ae3cfe9e60a45e756f6e46770beeae40f4578c679f472d382
16627,031cf7d9c2f4226c11d7343e7817d9178f0f5cb13212161a7b313a1b894509c5,ACTIVE,Regularly,50.0,d7ce9b1ccf9935cd02acf9573a9dfba8a6df3bbbdf4b4bf1a9f450fc028f6423
17082,0332d410ff24569c050074aa4b94988545f68f7c2a42b48418f3d50c9e54470a,ACTIVE,Regularly,24.0,3157e00f443af27f91a8beb82745238318807496ef4764c256db756c8b52cfc9
17429,0343a38c01bf837c1e0c7121c8802a70925c066a3956dcc15a8b319747ae42e7,ACTIVE,None,47.0,de2ba0ec00d152eb8d21ac264bf4d5eb75c0eb413060486161e9e5f11e768954
17637,034e1f6aeed0acd3871db52fd00ab50903de88baf49fd7f57867bae3fb6a2b7e,ACTIVE,Regularly,31.0,ef06e76084649c1d1afd9a9214bd60c501ebdecbf52ec8cb511e45dd1026857e
17652,034ebdce4fa0a58809a3c555f4921f003ca016c347a4098cf508576715b0ccd5,ACTIVE,None,56.0,d0415c4dbdce4543eabc5f5d6a549f8300c607155091287db0d3d8d2135a357a
17692,0350db312b33ec58e9b4e40c56998594d613476ec605b4c5a5a435e9ed172d70,ACTIVE,Regularly,23.0,1df6d9a34d52423d44917fec0381c462bf17c5feec4fb435dc46387e97029789
17697,035117ca45dc1f149d48eecf6eaf8f77958d3f0c073875e4f9145a4179e84b15,ACTIVE,Regularly,23.0,32187a458b4fb9253e875cf126b532c2a598a6b3d1bb09fa985f2bef4b76711b
17719,0351eb3c66a9d967573c20dd61da6588115b78864c4a0f5684d02663bfd58dc4,ACTIVE,None,27.0,211c7760feaa6db2f0feba57853f8736e4348d3954ac45265a6699d93a94bdfb
17904,035bc526b34b47c27dafacaf7f34d02d698216f542a1204971bd6c3bc3691de1,ACTIVE,Regularly,29.0,7febf864cbd0e51560e378ef1da0d28a2da5ad917fa1c75ac6d5b7bc82537895
18014,03617a75b34033fbc45b13655bdd6948b13313e484c996b1eed00aa19246270a,ACTIVE,None,60.0,ef0f5a6f708d7f977517151880dd6a50ae14757606158cf30a61c4425c80e00e
18191,0369837658384b56086c68cf1c5ed08ff1c672acd15ece56b78f69fa1a0f4e8c,ACTIVE,None,50.0,ded15d77272b9c207b2d564ff77bc7c2ca5c6c15dc9027d4ff488a1ee43f67fc
18247,036c5b440db9e23f6b596cfba534a98612baacd4593585095c1cdc93faa4f834,ACTIVE,Regularly,77.0,965806352157392e782ae42abafbf6fe37f3a852be26172a03ae9c02b3ac5e95
